Município (Código);Município;Lavouras - permanentes;Lavouras - temporárias;Lavouras - área para cultivo de flores;Pastagens - naturais;Pastagens - plantadas em boas condições;Pastagens - pastagens plantadas em más condições;Matas ou florestas - matas e/ou florestas naturais;Matas ou florestas - florestas plantadas;Sistemas agroflorestais - área cultivada com espécies florestais também usada para lavouras e pastoreio por animais;Soma
1506302;Salvaterra (PA);162,8;1772;X;3355,5;296;1728,4;627,8;X;3388;11330,5
1506351;Santa Bárbara do Pará (PA);2860;208,4;X;3,3;43,2;-;43,8;2,6;X;3161,3
1506401;Santa Cruz do Arari (PA);-;-;-;21760,5;-;-;X;-;X;21760,5
1506500;Santa Izabel do Pará (PA);3828,9;1086,2;55,3;945,9;3134;296,9;3568,6;141,8;777,3;13834,9
1506559;Santa Luzia do Pará (PA);1303;1519,6;X;2341,9;38941;1346,7;1323,8;X;3362,5;50138,5
1506583;Santa Maria das Barreiras (PA);1141,1;37536,1;X;126601,1;376481,8;56630,4;24593,6;X;24266,8;647250,9
1506609;Santa Maria do Pará (PA);1997,5;3148,7;X;1725,6;6345,9;641,2;1079,6;103,3;X;15041,8
1506708;Santana do Araguaia (PA);3333,3;61428;X;37091,8;410880,3;63756,4;78008,7;X;3468,2;657966,7
1506807;Santarém (PA);5915,7;28619,8;28,8;24338,6;14102,1;2415,6;12103,1;367,3;7722,2;95613,2
1506906;Santarém Novo (PA);164,8;1118,8;4,5;65;1737,1;328,1;1284,2;-;45;4747,5
1507003;Santo Antônio do Tauá (PA);13153,3;1264,3;77;86;980,3;74,9;1320,5;43,3;43,4;17043
1507102;São Caetano de Odivelas (PA);2619,1;520,7;X;153;1823,2;45,8;1046,5;X;2541,8;8750,1
1507151;São Domingos do Araguaia (PA);787,2;861,4;X;-;86667,3;3562,9;1566;X;1461,6;94906,4
1507201;São Domingos do Capim (PA);7003,3;19291,5;X;6765,2;10829,1;2464,9;4730,4;X;3985,8;55070,2
1507300;São Félix do Xingu (PA);10970;5053,2;413,4;75642;1275376,2;85588,7;30232,2;571,1;21502,1;1505348,9
1507409;São Francisco do Pará (PA);5604,7;1762,6;X;4745,6;7860;319,1;879,8;X;88,1;21259,9
1507458;São Geraldo do Araguaia (PA);1620,4;1157,9;-;-;183325,1;10622,3;348,4;X;X;197074,1
1507466;São João da Ponta (PA);542,5;683,1;X;1053;187;X;45;X;1040,1;3550,7
1507474;São João de Pirabas (PA);115,7;629,6;31,5;259,1;1494,3;X;7422,9;66,5;X;10019,6
1507508;São João do Araguaia (PA);408,2;2278,4;X;X;47901,4;6098,2;1798,4;X;786,1;59270,7
1507607;São Miguel do Guamá (PA);4214,7;5542,3;35;2207,1;22644,6;3661,6;4360,7;326,7;1929,9;44922,6
1507706;São Sebastião da Boa Vista (PA);5332,7;142;X;X;X;-;38158,4;125,9;2047,8;45806,8
1507755;Sapucaia (PA);X;1495,6;X;3133,9;323049;1345,5;3092,8;-;13888,4;346005,2
1507805;Senador José Porfírio (PA);11410,3;1869,6;X;3560;60650,2;3360,6;21587,6;X;2582;105020,3
1507904;Soure (PA);1668,5;X;-;179716,1;63;-;X;-;X;181447,6
1507953;Tailândia (PA);43657,3;14900,5;201,1;1950,6;59607,4;4608,5;258,5;663,2;809,8;126656,9
1507961;Terra Alta (PA);894,1;233,5;-;X;40;-;-;X;-;1167,6
1507979;Terra Santa (PA);186,8;248;X;14171,2;5942,2;316,5;2503,2;X;1962,5;25330,4
1508001;Tomé-Açu (PA);26830,8;4767,1;43,4;329,6;47077,2;7973,5;21028,1;5232,5;14686,4;127968,6
1508035;Tracuateua (PA);590,3;5803,4;12,9;3159,7;3870,6;521,1;3210,6;153,2;2171,5;19493,3
1508050;Trairão (PA);524,1;1705,9;X;337,4;59108,7;649,9;12316,5;X;24517,4;99159,9
1508084;Tucumã (PA);5393,8;3065,3;X;2801,9;164186,2;14325,6;469,1;119,1;X;190361
1508100;Tucuruí (PA);1325,1;2390,1;X;3994,4;61079;13304,7;X;381,9;125,7;82600,9
1508126;Ulianópolis (PA);3279;67372,4;-;7123,8;47605,2;10789,3;2688,9;53401,4;4553,5;196813,5
1508159;Uruará (PA);22749,8;5269,7;X;-;193044,6;18544,8;59834,3;66,4;X;299509,6
1508209;Vigia (PA);938,4;318,7;X;607,7;2878,7;244,4;1884,5;X;222,3;7094,7
1508308;Viseu (PA);6080,7;10080,5;110,4;43833,9;73392,6;6812,3;26279,5;1981,1;7327,1;175898,1
1508357;Vitória do Xingu (PA);3122,7;364,1;X;3804,5;94845,6;7185;9049,3;348,7;X;118719,9
1508407;Xinguara (PA);786,3;1160,5;14,4;48014,8;107520,5;14698,9;3107,3;X;X;175302,7
1600055;Serra do Navio (AP);805,5;385;-;173;31;26;35;-;36;1491,5
1600105;Amapá (AP);250,8;868,9;-;48060,1;3367,6;11165;118;-;-;63830,4
1600154;Pedra Branca do Amapari (AP);1703,7;891,5;X;430,8;365,6;47,4;731,1;X;187,5;4357,6
1600204;Calçoene (AP);3160;2270,6;-;40106,1;19404,6;551;13879,9;884,7;3149,6;83406,5
1600212;Cutias (AP);217,5;299,7;X;116398,8;3706;2123,5;839,4;X;488,1;124073
1600238;Ferreira Gomes (AP);879,1;547,3;-;15845,5;X;147;3229,4;X;1315,4;21963,7
1600253;Itaubal (AP);527,9;11095,1;X;8353,2;X;X;X;X;X;19976,2
1600279;Laranjal do Jari (AP);572;643,1;-;571,4;602,4;432,8;22684,6;217,8;-;25724,1
1600303;Macapá (AP);3171,9;16422,8;X;39395,2;1331,8;1900;25924,8;X;7197,3;95343,8
1600402;Mazagão (AP);2815,4;1641;8,7;8125,8;455,3;83,5;45088,9;53,8;4590,4;62862,8
1600501;Oiapoque (AP);1101,8;1429,1;X;2244,6;1006;75,7;8870,5;X;X;14727,7
1600535;Porto Grande (AP);2809,7;1599,6;X;7635,1;2799,1;399;2208,4;X;358,9;17809,8
1600550;Pracuúba (AP);347,5;244,4;X;26921;4011,4;X;2236,5;X;165,7;33926,5
1600600;Santana (AP);848,3;597,3;8,9;2919,3;1545,8;401,4;14599,4;82,8;904,9;21908,1
1600709;Tartarugalzinho (AP);594,3;3576,6;X;66803;1770;1244;15135,7;X;812,9;89936,5
1600808;Vitória do Jari (AP);1384,6;893,8;-;3309,7;1359,3;X;6549,9;X;99,7;13597
1700251;Abreulândia (TO);563,5;5391,1;-;41684,8;57724;3522,9;263,8;X;X;109150,1
1700301;Aguiarnópolis (TO);281,7;148,6;-;185;8212,5;477,3;236,3;X;X;9541,4
1700350;Aliança do Tocantins (TO);275,5;9625,9;-;7074,9;53936,6;6171,2;3102,4;3379;7826,1;91391,6
1700400;Almas (TO);499,7;13139,7;-;44488,6;26072,1;6539,2;1890,5;139,5;443,1;93212,4
1700707;Alvorada (TO);832;33912,8;-;X;44324,8;102;7854,7;X;7745;94771,3
1701002;Ananás (TO);268,7;839,3;-;3557,4;79382,9;3852,3;X;X;X;87900,6
1701051;Angico (TO);60;451;-;X;15056,2;60,5;-;X;X;15627,7
1701101;Aparecida do Rio Negro (TO);315,6;19580,6;-;4693,4;14780,1;957,1;8652;X;X;48978,8
1701309;Aragominas (TO);199,8;1414,2;X;2152,5;47729,6;5993,4;295,1;X;1069,6;58854,2
1701903;Araguacema (TO);3758,1;12724,2;X;25863;55348,2;5775,6;2701;X;1750,2;107920,3
1702000;Araguaçu (TO);2174,9;10538,5;X;29359;242752,2;24851,2;15657,4;X;3244,5;328577,7
1702109;Araguaína (TO);1172,3;13006,4;131,1;10107,2;143927,3;33520,5;1321,7;8494,3;2411,2;214092
1702158;Araguanã (TO);13,3;56,3;-;332;34646,5;3370,9;X;-;X;38419
1702208;Araguatins (TO);1031,3;3844,9;6,7;6955,7;80919,7;7560,1;6146,2;3861,2;1972,4;112298,2
1702307;Arapoema (TO);231,6;2866,3;X;3731,2;87460,9;5772;650,6;X;X;100712,6
1702406;Arraias (TO);591,7;708,2;-;73043,2;60520;11232,2;1063,9;119,8;7071,2;154350,2
1702554;Augustinópolis (TO);195,1;307,4;X;139,8;17739,7;608,6;83;X;X;19073,6
1702703;Aurora do Tocantins (TO);362;10535,3;-;9946,5;20614,9;X;X;-;2233,6;43692,3
1702901;Axixá do Tocantins (TO);10,9;169,8;X;516,1;5753,3;X;X;-;-;6450,1
1703008;Babaçulândia (TO);1137;4152,5;X;12474,1;36849,6;6163,5;8082,8;X;1969,4;70828,9
1703057;Bandeirantes do Tocantins (TO);166,8;103,7;X;2609,1;81399,5;X;688,9;-;X;84968
1703073;Barra do Ouro (TO);1262,2;2813;-;17265,6;12546,8;4394,2;217,7;X;X;38499,5
1703107;Barrolândia (TO);239;438,8;-;3267,4;27122,8;1483;X;X;581,3;33132,3
1703206;Bernardo Sayão (TO);102,7;27,8;X;17862,6;26341,2;12604,5;92,4;X;X;57031,2
1703305;Bom Jesus do Tocantins (TO);247,8;7967,3;-;17919,6;11977,1;1231,4;X;X;1117,7;40460,9
1703602;Brasilândia do Tocantins (TO);28;499,3;X;553,9;23522,4;4662,6;X;X;-;29266,2
1703701;Brejinho de Nazaré (TO);1065,7;18932,4;X;13235,6;21512;7344,3;1407,6;X;1799,1;65296,7
1703800;Buriti do Tocantins (TO);49,5;340,8;-;117,1;15228,7;383;93,9;-;468,1;16681,1
1703826;Cachoeirinha (TO);63,8;344,2;-;862,4;7298,3;427,1;X;X;2679,4;11675,2
1703842;Campos Lindos (TO);2338,8;61916,9;-;22291,9;17323,4;4192,1;2827,3;496;9433,6;120820
1703867;Cariri do Tocantins (TO);803,4;13859,3;X;13275;37594,2;2755,1;432,4;X;X;68719,4
1703883;Carmolândia (TO);1,2;179,3;-;713;15461;7564,3;X;X;-;23918,8
1703891;Carrasco Bonito (TO);20,2;120,4;-;X;10458,2;583,2;X;-;X;11182
1703909;Caseara (TO);2130,4;25487,6;X;73518,9;8888,9;2857,5;569,9;X;89,3;113542,5
1704105;Centenário (TO);1447,3;3516,2;-;42406,3;14130,2;2946,8;632,5;X;X;65079,3
1704600;Chapada de Areia (TO);X;94,6;-;436,6;24213,4;8480,8;X;-;-;33225,4
1705102;Chapada da Natividade (TO);1690,2;9003,5;X;27566,4;14303,7;4237,1;1022,5;X;424;58247,4
1705508;Colinas do Tocantins (TO);86,1;232;X;961,4;53077,4;1874,6;X;-;X;56231,5
1705557;Combinado (TO);19,4;350,9;X;X;7660,5;-;X;5,5;X;8036,3
1705607;Conceição do Tocantins (TO);196,6;341,4;X;56266,5;16851,4;10639,3;595,3;X;30931,8;115822,3
1706001;Couto Magalhães (TO);750;8291,3;4,9;21925,2;53199,6;3769,4;1298,8;-;4579,8;93819
1706100;Cristalândia (TO);2478,8;8322,3;X;21704,2;45074,5;6511,5;6630,8;X;12066,5;102788,6
1706258;Crixás do Tocantins (TO);58,7;6121,8;-;5979,3;32802,2;7736,9;8793,1;X;X;61492
1706506;Darcinópolis (TO);210;9580,3;X;11414,6;14492,4;2509,9;1129,1;X;1206,5;40542,8
1707009;Dianópolis (TO);1052,2;1737;X;32108,2;17319,8;19296,6;1405,7;X;2263;75182,5
1707108;Divinópolis do Tocantins (TO);34,4;8623;X;16363,2;81811,4;5561;17551,9;X;17625,9;147570,8
1707207;Dois Irmãos do Tocantins (TO);679;4647,6;X;59466,7;114148,6;19819,8;X;-;1289,4;200051,1
1707306;Dueré (TO);1814,5;6082,2;-;35259,5;95721,1;18524;X;X;3749,5;161150,8
1707405;Esperantina (TO);700,8;1396,5;-;2812,1;15636;254,1;78,9;X;X;20878,4
1707553;Fátima (TO);271,8;412,1;-;3260,6;21666,6;2381,3;2055,7;429,5;1380,9;31858,5
1707652;Figueirópolis (TO);6531,7;16171,4;X;4273,5;80816,7;7720,5;3261,5;X;2727,3;121502,6
1707702;Filadélfia (TO);1103,2;767,1;X;25100,9;53566,1;7634,2;5107,4;X;4267,8;97546,7
1708205;Formoso do Araguaia (TO);1470,9;38266,5;X;105915,4;186370,5;26249,7;12185,3;X;640,1;371098,4
1708254;Tabocão (TO);92,4;1757,3;-;3006,2;12663,3;136,2;X;X;X;17655,4
1708304;Goianorte (TO);X;8222;-;15757,3;71525,8;3236,3;X;-;928,1;99669,5
1709005;Goiatins (TO);1701,8;17630,5;X;47011,2;29022;6624,5;33261,4;X;12190;147441,4
1709302;Guaraí (TO);4790;10052;-;11765,3;52849,1;8003,5;X;X;468;87927,9
1709500;Gurupi (TO);242,4;13164,6;8,3;6149,1;46036,6;18142,4;2743,5;586,2;3050,5;90123,6
1709807;Ipueiras (TO);38;3946,5;X;5892,7;15120;1282,7;X;-;1698,2;27978,1
1710508;Itacajá (TO);243,9;9093;X;12083,8;43200,3;2260,8;8895,4;X;X;75777,2
1710706;Itaguatins (TO);254,9;657,6;X;3042,5;18981,7;312,6;X;-;X;23249,3
1710904;Itapiratins (TO);1018,4;13139,1;X;7023,1;37899,8;1798,6;1010,3;X;3777,2;65666,5
1711100;Itaporã do Tocantins (TO);18,7;152,5;-;3332,6;60517,2;4036,2;X;-;X;68057,2
1711506;Jaú do Tocantins (TO);815,8;3078,5;-;28607,8;58352,1;12892,3;X;X;5974,4;109720,9
1711803;Juarina (TO);X;66,8;-;13200,6;18538,3;1088,3;70,2;X;X;32964,2
1711902;Lagoa da Confusão (TO);X;52398,2;-;116501,4;56952,2;10577,6;4520,1;X;14971,4;255920,9
1711951;Lagoa do Tocantins (TO);2679,6;930,8;X;26864,2;7734,3;3632,1;X;X;2141,2;43982,2
1712009;Lajeado (TO);36;137,4;-;1066,6;2566,3;X;1156,9;X;445,4;5408,6
1712157;Lavandeira (TO);X;71,3;-;507,4;7444,1;8471,5;X;-;3072,2;19566,5
1712405;Lizarda (TO);304,3;2187,1;X;52088,7;16808,2;10285,3;5626,1;X;6759,9;94059,6
1712454;Luzinópolis (TO);97,1;169,4;-;X;4843,9;X;-;X;2752,6;7863
1712504;Marianópolis do Tocantins (TO);417,3;15541,9;-;28056,3;73719,4;8589,7;850,9;X;X;127175,5
1712702;Mateiros (TO);8529,6;31916,2;X;7017,7;3446,4;X;13020,8;-;31553,7;95484,4
1712801;Maurilândia do Tocantins (TO);51,2;258,8;X;830,9;6061,4;401,8;X;-;221,1;7825,2
1713205;Miracema do Tocantins (TO);446,8;7630,4;15,5;15624,4;67279;4585;7121,2;1927,4;6327,1;110956,8
1713304;Miranorte (TO);161,2;7221,5;X;2203,8;36747,1;1328;2998,7;X;2606,6;53266,9
1713601;Monte do Carmo (TO);3169,5;25031,8;X;44326,9;54666,9;13017,9;1952,5;X;23423,3;165588,8
1713700;Monte Santo do Tocantins (TO);628,3;40,2;-;9339,9;41214,5;2459;10098,7;-;-;63780,6
1713809;Palmeiras do Tocantins (TO);227,6;927,3;-;X;23046,7;4468,2;1519,4;-;X;30189,2
1713957;Muricilândia (TO);X;146,7;X;5536,2;45223,8;5181,8;2031;X;216,3;58335,8
1714203;Natividade (TO);X;2658,2;-;47195,6;31555,4;4117,3;8502,5;X;13300,8;107329,8
1714302;Nazaré (TO);219,7;352,8;X;5088,6;4728,4;1965,5;495,3;-;X;12850,3
1714880;Nova Olinda (TO);502,1;2220,8;0,5;21053,2;51162,6;2563,5;1177,6;343,8;556,8;79580,9
1715002;Nova Rosalândia (TO);3333,6;2851,3;X;5392;13123,7;4540,7;X;-;780,2;30021,5
1715101;Novo Acordo (TO);63,7;5343,6;-;5746,7;14697,4;1315;67,8;1277,6;943,3;29455,1
1715150;Novo Alegre (TO);36,2;156,7;-;161;7917,6;2353,5;X;X;20,4;10645,4
1715259;Novo Jardim (TO);100,6;567,4;-;8006,6;8661,4;1508,1;X;X;12483,4;31327,5
1715507;Oliveira de Fátima (TO);X;921,6;-;2979;5992;1074,5;X;X;0,1;10967,2
1715705;Palmeirante (TO);345,5;14230,8;X;40395,4;46658,1;3548;6628,6;X;758,1;112564,5
1715754;Palmeirópolis (TO);7299,8;6310,5;65,4;13994,4;43532,5;10704,9;3047,1;327,7;2936,3;88218,6
1716109;Paraíso do Tocantins (TO);165,4;944,9;X;12805,4;50432,2;5550,3;661,7;X;449,9;71009,8
1716208;Paranã (TO);3305,7;3011,7;X;62224,3;72391,2;28929,4;10705,9;X;130375,7;310943,9
1716307;Pau D'Arco (TO);47,4;433,9;-;8738,7;73645;5489;X;X;X;88354
1716505;Pedro Afonso (TO);37108,2;15236,5;-;2868,3;15778,6;1454,4;1137;-;1061,3;74644,3
1716604;Peixe (TO);1029,5;48855,3;X;25599,5;129143,8;26978,9;3047,3;X;20098;254752,3
1716653;Pequizeiro (TO);X;943,8;-;10094,6;73758,2;3372,1;1717;-;X;89885,7
1716703;Colméia (TO);183,5;148,2;-;6326,6;52955,4;3716,5;342,5;-;2313;65985,7
1717008;Pindorama do Tocantins (TO);X;680;X;63175,7;42835,3;682,4;X;-;1040,6;108414
1717206;Piraquê (TO);519;3934,8;X;13395;41429,5;1289,1;X;X;1403,7;61971,1
1717503;Pium (TO);9616,8;17722,6;X;113669,1;120721,2;15938,3;7923;448;X;286039
1717800;Ponte Alta do Bom Jesus (TO);249,2;1043,8;-;10383;30118,5;3176,6;357,6;-;2976,2;48304,9
1717909;Ponte Alta do Tocantins (TO);X;565;-;21641,6;31864,1;16448,3;9611,7;X;29427,3;109558
1718006;Porto Alegre do Tocantins (TO);396,3;1449,5;-;5562;7420,9;X;-;X;X;14828,7
1718204;Porto Nacional (TO);4089,2;55653,5;X;22798;57670,1;13509,4;10943,1;X;7039,6;171702,9
1718303;Praia Norte (TO);4,1;209,9;-;X;8070,8;68,1;49,9;-;X;8402,8
1718402;Presidente Kennedy (TO);X;24,2;-;7080,3;26659,7;X;-;-;X;33764,2
1718451;Pugmil (TO);2484,3;4529,4;-;5632,1;13191,2;3647,3;-;X;X;29484,3
1718501;Recursolândia (TO);193,3;1054,5;-;38648,7;27674,6;3074,6;3240,4;X;X;73886,1
1718550;Riachinho (TO);224,9;1516,3;-;5123,5;23180,6;1066,9;X;X;584;31696,2
1718659;Rio da Conceição (TO);1844,6;4949;-;132,9;357,3;163,6;X;X;345,1;7792,5
1718709;Rio dos Bois (TO);241,2;19690,5;-;8264,6;9989,7;997,8;X;X;X;39183,8
1718758;Rio Sono (TO);1819,7;8421,6;X;134790,8;41227,7;5045;4679,3;X;5022;201006,1
1718808;Sampaio (TO);37,2;536,3;X;1173,3;4259,2;X;X;X;X;6006
1718840;Sandolândia (TO);X;1609,3;-;43612,3;128536,7;28634,9;X;X;792,3;203185,5
1718865;Santa Fé do Araguaia (TO);3388,1;14542,1;X;5547,9;63837,2;7460,7;X;-;255,8;95031,8
1718881;Santa Maria do Tocantins (TO);322,4;3389,1;-;24314,1;36589,5;246,8;280,2;X;X;65142,1
1718899;Santa Rita do Tocantins (TO);X;23286,1;-;18470,4;113437,6;32792;X;-;-;187986,1
1718907;Santa Rosa do Tocantins (TO);2755,3;33705,8;-;8727;29369,7;X;3904,9;X;4510,5;82973,2
1719004;Santa Tereza do Tocantins (TO);65,7;48,3;X;14885,9;8876,5;2082,5;218,8;X;173,9;26351,6
1720002;Santa Terezinha do Tocantins (TO);22,8;105,5;-;894,9;6763;513,4;X;X;278,7;8578,3
1720101;São Bento do Tocantins (TO);197,8;3972,3;-;5766,5;17740,3;1943;4368,9;3101,2;1405,5;38495,5
1720150;São Félix do Tocantins (TO);783,7;69;-;1971,3;50;365,3;X;-;7198,2;10437,5
1720200;São Miguel do Tocantins (TO);178,8;346,4;-;392,2;11085;182,1;10,2;1824,4;53,1;14072,2
1720259;São Salvador do Tocantins (TO);394;424,8;X;4953,2;17017,9;6376,2;X;X;11077,4;40243,5
1720309;São Sebastião do Tocantins (TO);171,7;685;-;873,7;11272,2;435,4;X;X;X;13438
1720499;São Valério (TO);3444,1;8728;-;X;33367;9614,1;9111,7;X;21863,7;86128,6
1720655;Silvanópolis (TO);875,6;18473,8;-;196,7;23166,5;160,4;691,2;757,3;12143,9;56465,4
1720804;Sítio Novo do Tocantins (TO);43,4;417,3;-;431,2;13486,5;1071,4;290,3;-;218,7;15958,8
1720853;Sucupira (TO);1042,5;9023,8;-;1142,3;25424,6;7208,3;260,2;-;2983,8;47085,5
1720903;Taguatinga (TO);3383,4;2322,1;X;27469,2;37907,5;4745,1;1199,8;X;6737,1;83764,2
1720937;Taipas do Tocantins (TO);425,2;312,7;-;14802;12695,9;2203,7;X;X;6955,5;37395
1720978;Talismã (TO);8122,8;34995,6;X;12136,2;71410,5;13136,1;X;X;X;139801,2
1721000;Palmas (TO);392,3;13597,7;47,9;4524,8;16191;2702,6;8002,7;102,9;2803,3;48365,2
1721109;Tocantínia (TO);33;3112,1;X;3536,7;12207,4;1947;X;-;1972,9;22809,1
1721208;Tocantinópolis (TO);94,9;407,9;-;1532,6;9254,5;1365,9;110,8;87,8;570,6;13425
1721257;Tupirama (TO);64,3;10682,6;X;1746,9;7072;351,5;264,2;X;1219,7;21401,2
1721307;Tupiratins (TO);477,5;2114,9;-;12435,2;14168,1;2809;X;X;210,5;32215,2
1722081;Wanderlândia (TO);465,2;3073,1;48,1;15992,6;21540,7;5693;1366,1;5959;700,9;54838,7
1722107;Xambioá (TO);454,5;885,7;X;15787,4;54559,4;1370,4;1841,5;X;580,5;75479,4
2100055;Açailândia (MA);8270,4;31796,1;7,6;10628,4;199514,5;27324,4;2692,4;48789,8;10131,6;339155,2
2100105;Afonso Cunha (MA);X;5804,3;-;452,3;213,5;X;-;-;X;6470,1
2100154;Água Doce do Maranhão (MA);257,4;378,6;-;53,9;83;19,4;5400,3;X;1226,6;7419,2
2100204;Alcântara (MA);72,1;677,2;0,8;17,5;98,7;15,6;4,5;-;0,5;886,9
2100303;Aldeias Altas (MA);X;9293,1;-;1232,6;1022,2;792,5;6050,4;X;32718;51108,8
2100402;Altamira do Maranhão (MA);43,6;1629,8;-;1901,7;25591,5;2615,5;303,9;-;420,1;32506,1
2100436;Alto Alegre do Maranhão (MA);X;478,6;-;2185,5;7979,9;1426;1625,7;X;1224,7;14920,4
2100477;Alto Alegre do Pindaré (MA);28,6;1201,7;X;13271,1;41765,2;5596,7;467,3;X;1018,3;63348,9
2100501;Alto Parnaíba (MA);X;63557;X;19779,4;15452,5;1034,3;8575,5;X;49510,9;157909,6
2100550;Amapá do Maranhão (MA);X;567,7;-;159,5;10829,6;1275,4;2207,1;X;2153,4;17192,7
2100600;Amarante do Maranhão (MA);291,1;2148,3;-;4400,5;138888,6;2902,9;X;X;13643,1;162274,5
2100709;Anajatuba (MA);213,3;2412,1;X;2961,6;1657,6;787,3;82;X;975,6;9089,5
2100808;Anapurus (MA);113,3;11742,6;X;137,4;535,2;88;8346,1;X;7689,5;28652,1
2100832;Apicum-Açu (MA);X;273,1;-;32,6;3,6;X;X;-;-;309,3
2100873;Araguanã (MA);14,4;740,2;-;5646,5;28700,1;5964,1;55,2;-;2814,6;43935,1
2100907;Araioses (MA);645,8;3457,2;X;4282,1;715,2;176,8;3110,3;X;4302,4;16689,8
2100956;Arame (MA);116,2;3523,1;-;X;60164,6;7342,4;6163,6;X;5141,9;82451,8
2101004;Arari (MA);123,2;2227,2;X;18536,4;7012,5;4093,7;2491,5;X;X;34484,5
2101103;Axixá (MA);52,7;249,6;-;58,4;35,3;-;250,5;-;972;1618,5
2101202;Bacabal (MA);28,9;2874,1;X;15491,5;67889,8;10667,3;4217,7;X;2349;103518,3
2101251;Bacabeira (MA);2,2;96,3;X;2368,9;491,4;204,3;1;X;22,3;3186,4
2101301;Bacuri (MA);1,8;369,3;-;304;225,6;204,2;155,3;-;174,8;1435
2101350;Bacurituba (MA);142,7;96,3;-;170,4;22;126,1;X;2;X;559,5
2101400;Balsas (MA);11484,6;169786,1;X;31036,7;40881;4763,5;43900,1;X;43826,3;345678,3
2101509;Barão de Grajaú (MA);X;1361,2;-;8497,6;3192,9;881,1;2663,3;X;8577,3;25173,4
2101608;Barra do Corda (MA);1258,9;4944,3;5,4;13584,3;70189,6;11937,7;19641;3415;9891,7;134867,9
2101707;Barreirinhas (MA);2863,2;1954,5;X;305,2;58;12;18,9;X;21,4;5233,2
2101731;Belágua (MA);X;479,6;-;11,5;-;-;-;-;-;491,1
2101772;Bela Vista do Maranhão (MA);3,4;195,5;-;1381,9;3605;492,5;70,7;-;339,5;6088,5
2101806;Benedito Leite (MA);X;5805;-;5121,9;5012,3;735,5;1539,5;X;33426,7;51640,9
2101905;Bequimão (MA);49,1;721,8;X;421,5;1438,4;154,7;781;X;212,2;3778,7
2101939;Bernardo do Mearim (MA);201,4;343,4;-;6852,2;2178,4;332,4;462;-;842,4;11212,2
2101970;Boa Vista do Gurupi (MA);74,8;468,1;-;5602;7447,9;758,2;1923,7;X;X;16274,7
2102002;Bom Jardim (MA);3272,8;5737,5;X;8993;90016,8;13242,1;4737,3;X;3102,6;129102,1
2102036;Bom Jesus das Selvas (MA);131,3;7878,6;-;3625,4;55802,2;7000,2;509,7;13002,5;4539,9;92489,8
2102077;Bom Lugar (MA);53,7;1276,4;-;794,2;25055,3;2317,1;152,6;-;1412,5;31061,8
2102101;Brejo (MA);3032,7;20914;X;2565,8;3060,2;728,9;8618,4;X;18230,6;57150,6
2102150;Brejo de Areia (MA);86,5;1873,1;-;2947;41025;3989,3;667,6;7;3793,8;54389,3
2102200;Buriti (MA);10905,1;13304,1;X;835;1404,4;642,2;3964,6;X;4423,4;35478,8
2102309;Buriti Bravo (MA);1038,9;4458,3;X;8988,2;18139,2;3045,9;131,3;X;9598,4;45400,2
2102325;Buriticupu (MA);543,5;23252,7;-;12722,1;34817,4;13199,7;1217,1;X;X;85752,5
2102358;Buritirana (MA);127,9;1086;X;X;29819,8;19195;529;-;800,6;51558,3
2102374;Cachoeira Grande (MA);3,7;509,8;-;721,9;X;-;1,3;-;X;1236,7
2102408;Cajapió (MA);X;456;-;7758,3;284,9;18,5;100,3;-;397,1;9015,1
2102507;Cajari (MA);34,7;674,8;X;11132,3;3662,3;313,7;1907,5;X;3732,3;21457,6
2102556;Campestre do Maranhão (MA);44,2;12228,8;X;-;20550,9;3905;X;-;136,2;36865,1
2102606;Cândido Mendes (MA);503,5;2431,4;X;4515,8;3025,9;777,7;1763,2;X;233,7;13251,2
2102705;Cantanhede (MA);X;1259,8;-;5983,5;2189,2;408,3;1134,9;X;2412;13387,7
2102754;Capinzal do Norte (MA);103,3;914,1;6,5;3375,2;17019,6;635,2;4243,4;-;3593,8;29891,1
2102804;Carolina (MA);1037,7;22269,5;X;54842,5;67705,1;5633;18511,2;X;24647,6;194646,6
2102903;Carutapera (MA);536,7;1829,8;X;4999,2;3522,4;265,1;2143,2;X;2494,4;15790,8
2103000;Caxias (MA);721,7;12657,9;2,2;5875,9;20772,2;3403,5;23121,1;1603,6;30136,8;98294,9
2103109;Cedral (MA);8,7;498,6;-;214,2;X;X;5,6;-;82,7;809,8
2103125;Central do Maranhão (MA);30,8;298,8;X;8;1,8;-;-;-;X;339,4
2103158;Centro do Guilherme (MA);132,1;857,1;X;23132,4;2195;812;X;-;X;27128,6
2103174;Centro Novo do Maranhão (MA);56;682,7;X;9476,3;26748;8752,4;1310,5;X;924,9;47950,8
2103208;Chapadinha (MA);221,4;22465,6;X;4605,7;5221;1406,9;44230,8;X;18958,2;97109,6
2103257;Cidelândia (MA);128,8;2461;-;X;64290,9;5750,1;154;4293,4;X;77078,2
2103307;Codó (MA);2207,8;9662,5;0,7;31477,6;30478,8;5667,9;20059,5;2867;16980,7;119402,5
2103406;Coelho Neto (MA);35,3;6371,2;-;1990,1;353,7;240,4;1797,3;X;X;10788
2103505;Colinas (MA);228,2;4124,5;X;4818,6;14384,3;2665,6;3356,3;X;1024,9;30602,4
2103554;Conceição do Lago-Açu (MA);2,2;590,2;-;4870,4;7228,1;922,1;680,3;-;2591,7;16885
