;area_estabelecimentos;area_lavouras;area_producao;despesas_terra;qtde_estabelecimentos;pessoal_ocupado;salarios;pessoal_homens;pessoal_mulheres;qtde_tratores;qtde_maquinas;despesas_maquinas;uso_adubos;uso_corretivos;uso_assistencia_tecnica;uso_agrotoxicos;uso_conservacao;uso_irrigacao;uso_energia;despesa_insumos;intensidade_agrotoxico;despesas_estabelecimentos;despesas_outras;despesas_lavouras;receitas_lavouras;receitas_estabelecimentos;CR_sicor;producao;pib_agro_municipios
2106359;45440,7;2159,3;2466;603;381;1464;675;977;487;11;16;NA;4;1;10;10;291;1;319;NA;30,50000000;5477;370;140;579;350;6778914,93;10849;13718,7
2106375;35547,3;594,1;3501;327;419;1951;723;1300;651;24;25;353;19;7;28;28;30;1;361;1437;4,50000000;3922;342;295;1210;402;1545556,06;8365;21810,73
2106409;20944,2;9431,4;21835;14424;1074;3531;785;2280;1251;21;42;NA;67;17;11;11;960;11;205;14829;285,10526316;24356;2216;23169;38247;1037;10170812,46;36625;25675,65
2106508;11964,7;NA;1637;195;1937;5042;2310;3516;1526;19;25;NA;11;5;112;112;1182;4;1810;5450;13,33333333;11988;661;1269;4780;1960;5933325,44;26306;27200,02
2106607;44359,4;4233,9;12558;882;2114;5961;1714;4882;1079;28;36;1082;34;25;83;83;2196;28;441;2040;2,81250000;7010;281;2144;13262;1922;4669057,55;12738;12610,6
2106631;27147,4;NA;20207;329;418;1038;604;821;217;27;34;NA;9;3;20;20;201;6;168;505;NA;2335;159;463;1488;318;1479025,01;5983;13920,67
2106672;18796,8;4537,7;16258;3309;1169;6769;1252;5211;1558;36;61;2165;168;25;22;22;1050;18;473;4349;15,47619048;10526;981;7871;15525;1097;2151489,91;14523;13194,69
2106706;96965,3;9010;43404;5870;1292;4528;1589;2766;1762;44;73;4350;34;7;17;17;424;9;1175;5180;46,53125000;14968;170;11349;25228;1260;23917096,7;28023;46922,64
2106755;16705,6;334,4;588;285;87;304;265;224;80;27;29;NA;9;3;26;26;66;3;69;708;NA;2441;17;260;599;161;1361991,3;6391;10019,88
2106805;1509,6;1343,3;1586;211;705;2319;214;1751;568;NA;6;NA;18;6;15;15;558;19;428;NA;NA;1723;96;1238;4374;671;672955,39;3907;6258,48
2106904;29390,8;927,2;3775;1114;760;2567;2188;1922;645;15;18;719;24;3;43;43;645;16;372;2755;7,33333333;10068;226;411;2665;918;4314367,71;22532;42674,71
2107001;30085,3;1515,1;3787;2008;716;1944;2015;1481;463;33;51;1204;60;14;36;36;213;41;626;3266;18,03846154;10466;707;1479;2452;710;7662490,74;22011;14078,17
2107100;1103,8;1060,9;1112;5;1262;4066;47;2857;1209;NA;NA;NA;8;1;48;48;1039;9;272;418;NA;1232;204;964;7403;1235;228852,49;4789;7084,57
2107209;2440,8;1232,4;1288;41;564;2019;168;1296;723;NA;NA;NA;7;5;23;23;302;7;303;290;NA;1178;112;595;2620;627;59443,26;3063;7017,54
2107258;25773,6;1969,7;7089;2697;343;1270;1066;997;273;36;62;1282;118;16;32;32;479;9;290;3564;59,42857143;8044;326;3739;15973;333;5709810,79;14375;20286,45
2107308;27645,8;1395,6;15144;781;138;447;455;353;94;11;22;NA;13;5;10;10;63;7;103;824;265,00000000;2506;192;1037;2085;126;1775260,04;3682;8189,67
2107357;54858,2;2621,9;13538;859;730;1988;2037;1584;404;32;41;2457;80;20;30;30;707;16;643;2380;2,62500000;9575;553;2245;4003;724;2399327,17;17819;25160,08
2107407;45276,7;536,4;1104;1577;420;1348;2933;1103;245;36;40;1215;11;6;22;22;320;4;337;2743;6,60000000;45947;1006;190;865;449;5512022,03;33604;22781,52
2107456;2173,5;495,6;1118;209;1040;4903;391;3391;1512;4;4;NA;12;2;24;24;771;2;806;738;NA;3068;117;1187;4929;1036;496180,4;7080;10381,91
2107506;944,7;656,9;898;2295;919;2834;2076;1891;943;23;28;NA;619;105;56;56;688;511;812;3662;0,72832370;8983;54;2200;4379;878;458619,4;17194;15172,59
2107605;3577,6;1967,3;2969;333;1913;6735;962;4896;1839;11;18;266;160;46;58;58;1032;47;1035;1008;1,03703704;5181;598;2585;10925;1750;1081349,4;11380;20766,05
2107704;20888,4;NA;10209;1082;561;1436;1457;1199;237;32;45;841;102;24;31;31;401;16;561;1352;24,90000000;6449;651;2241;4622;573;5243782,66;11091;23534,8
2107803;129170,1;NA;43175;9240;1755;4303;3878;3621;682;101;143;5142;27;12;106;106;1705;11;381;11367;230,11111111;24773;972;12918;19489;1588;38568612,85;46917;37485,47
2107902;32482,6;3263,1;11567;1995;1127;3565;632;2558;1007;27;36;4157;67;12;17;17;1072;8;926;2519;33,50000000;10404;373;5797;5997;1145;7382681,45;10122;19507,64
2108009;48841,8;8695,6;27949;5889;660;3132;2434;2559;573;126;178;3103;56;25;63;63;556;67;503;5787;51,87500000;15221;1159;8436;13979;644;14072385,69;34408;38584,45
2108058;1460;607,1;737;86;945;3869;192;2629;1240;NA;NA;232;283;4;34;34;1220;132;672;1673;0,02985075;2791;38;1498;5160;921;1864884,41;4526;8138,67
2108108;75085,2;3349,6;1521;645;687;3927;2882;3186;741;20;21;1157;38;4;28;28;758;23;566;3283;19,00000000;14518;810;209;618;697;10639045,22;33823;24514,68
2108207;7538,8;1036,7;1923;531;542;1495;489;1046;449;3;3;NA;55;10;30;30;399;35;423;660;0,87596899;2535;114;678;3152;504;3238130,38;7659;27821,36
2108256;63553,3;NA;19119;1006;3085;8638;1873;5881;2757;28;29;943;8;6;44;44;1566;5;1564;2076;3,94736842;10232;105;1820;10455;2871;5544195,83;34080;14312,27
2108306;25416,7;1661;5068;867;1722;6205;1464;3925;2280;16;18;514;23;9;49;49;1493;19;1158;1797;0,80555556;7761;1139;1783;9322;2696;2703315,78;22891;24793,62
2108405;3300,1;915,4;2494;62;606;1828;475;1199;629;NA;NA;NA;24;5;6;6;532;7;503;394;1,50000000;2690;421;1453;4022;619;530100;6566;10921,99
2108454;22812,3;1191,9;4390;578;819;2395;1871;1571;824;37;56;NA;42;15;53;53;350;43;677;1896;NA;7707;57;520;2435;765;3043876,51;11266;9435
2108504;13996,4;265,6;465;332;209;841;5272;708;133;17;22;695;32;6;39;39;104;24;135;19731;6,33333333;36143;8897;174;852;230;2715628,56;51507;18893,55
2108603;16428,9;NA;7332;565;2035;8255;2038;6057;2198;13;16;1214;51;17;75;75;902;17;1592;1444;0,81818182;8085;242;3164;10605;2014;4741616,69;16230;49710,09
2108702;25623,8;NA;5198;636;634;2127;1258;1471;656;17;19;NA;18;6;14;14;761;5;316;1095;3,35714286;4879;750;451;1758;680;1882215,06;13396;15036,42
2108801;8325;1362,3;2101;300;578;1540;409;1121;419;9;10;NA;3;2;23;23;408;3;222;NA;NA;2411;143;460;2293;716;959024,03;6055;11868,48
2108900;53814,4;4391;5835;1728;1210;3976;2834;2566;1410;24;25;1932;43;6;85;85;603;30;856;2055;18,52941176;13528;822;1135;6205;2047;18712186,76;30974;26147,36
2109007;77866,1;4022,8;10696;5864;953;2815;6105;2041;774;173;239;11999;377;29;81;81;336;66;878;23172;18,29007634;58124;783;4402;7081;922;15312884,78;76435;37438,66
2109056;276;NA;292;56;283;709;62;491;218;NA;NA;NA;2;1;2;2;221;1;60;NA;NA;378;28;310;1338;278;299037,61;1591;8015,84
2109106;48244,4;2276,4;5797;2067;892;3833;2747;3398;435;66;75;2067;103;20;99;99;509;75;607;3060;63,33333333;15274;841;1394;2876;914;7462546,12;24036;21740,04
2109205;539,7;451,8;494;118;780;2376;115;1813;563;NA;NA;NA;15;8;26;26;441;20;180;274;0,13333333;799;56;503;4344;749;323274,1;3903;25958,62
2109239;13287,2;364,6;1400;170;161;495;387;368;127;5;5;NA;20;5;16;16;84;8;109;551;1,75000000;2107;64;78;255;191;707890,8;3712;10877,19
2109270;18778,2;5176,8;14636;235;1413;5321;1041;3477;1844;5;8;1343;41;6;21;21;1569;9;1206;1060;0,00000000;7577;636;3158;11153;1333;479597,12;13683;42950,44
2109304;2095,6;490,4;1753;17;615;2082;174;1480;602;NA;NA;238;10;4;51;51;409;4;366;398;NA;1231;13;731;3378;684;1015187,89;3932;5914,33
2109403;807,5;318,6;523;293;420;1614;529;1234;380;NA;NA;253;22;5;31;31;339;13;142;NA;NA;2119;79;701;3046;413;532271,1;4719;12312,26
2109452;101,7;85,7;92;1092;240;717;996;480;237;3;NA;347;137;24;25;25;196;135;240;1851;Inf;3799;NA;326;442;217;851894,18;5248;18056,71
2109502;229854,8;47195,9;136487;98156;1513;5720;10827;4188;1532;339;596;17951;200;65;113;113;943;46;1297;92631;2260,15384615;143214;4634;122675;142476;1455;128741762,8;170658;144276,82
2109551;37559,4;3078,9;8071;3591;423;1081;3458;887;194;74;105;1515;138;32;46;46;216;86;407;4357;3,87500000;15754;1348;3443;17186;407;2618326,57;31571;28793,5
2109601;754,9;286,1;463;2242;484;1646;444;1221;425;3;4;NA;100;17;50;50;248;89;186;2518;0,37500000;3525;66;2557;3641;446;962100;4175;12997,56
2109700;88532,1;45515,1;78074;54719;492;2004;3386;1600;404;193;359;NA;89;41;33;33;535;9;316;49402;2419,10000000;75423;932;71726;121663;485;89947512,97;163159;130178,98
2109759;24835,3;1177,9;4819;4834;331;1430;893;1045;385;30;36;1299;19;1;20;20;120;26;262;5230;326,00000000;9220;400;254;241;245;5599155,43;13503;6549,42
2109809;17142,6;4294,5;9459;266;1250;5059;979;3508;1551;10;10;940;82;15;30;30;899;135;1011;1110;0,75000000;6604;1674;2307;4979;1209;1478244,55;13039;37344,59
2109908;40920,8;440,3;1447;2359;273;909;2349;729;180;52;63;NA;16;5;27;27;199;8;201;2243;3,87500000;18720;656;279;1974;267;5973665,01;24549;21705,53
2110005;209389,7;21397,3;36663;25449;1867;6753;12269;4966;1787;193;263;NA;97;17;57;57;498;24;1184;29291;27,46666667;82091;2718;26135;30060;1907;34662308,58;117952;109435,62
2110039;54210,4;5275,6;15573;693;778;2273;1643;1669;604;20;21;2435;157;30;38;38;570;35;650;1892;0,35365854;12788;757;1179;4933;801;1452310,84;13877;35899,5
2110104;4715,5;2521,5;3348;169;1285;3146;273;2256;890;18;24;NA;9;6;16;16;1142;6;317;NA;11,40000000;3860;63;1686;12279;1256;13190386,15;11591;16420,54
2110203;10707,8;1108,3;2467;540;1582;5681;1693;4360;1321;32;40;904;83;30;101;101;969;62;480;1848;3,18750000;7093;348;1600;10026;1530;3513525,15;14047;14569,76
2110237;609,4;487,4;791;44;814;2150;266;1491;659;NA;NA;NA;12;2;15;15;764;7;206;258;0,00000000;1080;55;860;4121;696;460047,49;3885;6370,34
2110278;7668;1175,4;2971;223;670;2466;1040;1911;555;NA;NA;NA;7;1;27;27;730;16;265;NA;NA;2300;90;1092;2840;528;445302,42;3791;11472,62
2110302;38619,1;3760,4;12783;930;1197;4499;2327;3329;1170;18;19;1205;61;20;49;49;1068;15;792;1447;0,32636469;9793;220;2458;15306;1452;3129400,07;35181;21442,92
2110401;8760,2;2185,3;7945;1027;1347;3873;280;2876;997;8;14;2361;18;9;9;9;1013;5;906;1333;51,50000000;5264;148;4142;10032;1246;3219008,15;8353;9968,49
2110500;3729,8;1547,5;1786;233;1184;4750;711;3302;1448;NA;4;NA;17;7;5;5;828;5;731;693;1,88888889;3216;555;1339;4608;1062;1512653,2;4851;13334,32
2110609;11524,2;5330,2;12014;9450;1504;3601;1763;2714;887;8;23;1489;34;7;35;35;1408;16;363;9769;372,50000000;14996;47;13843;14712;1452;10524090,62;17180;46952,97
2110658;65222,1;37142,1;81697;54145;239;768;3538;650;118;111;240;NA;73;21;17;17;74;8;169;50211;3014,16666667;78221;1527;77719;101530;220;76634973,92;103047;78327,65
2110708;42565,9;7128,2;19568;4245;1218;3565;3160;2980;585;66;76;NA;566;79;80;80;663;51;770;4322;12,60784314;15909;944;7549;16969;1105;18932938,29;27502;35114,8
2110807;65974,6;5115;34864;4496;578;2931;954;2307;624;21;31;1822;35;17;77;77;335;17;336;4439;502,00000000;11744;2873;7339;8008;606;19883242,49;12329;18674,55
2110856;53538,9;1267,8;1828;4036;503;1398;4948;1135;263;79;102;2007;116;27;85;85;218;53;431;6976;137,83333333;27405;3582;648;2538;504;5824684,71;34964;25514,62
2110906;27365,6;NA;11264;545;624;1840;591;1276;564;6;9;454;17;6;47;47;469;17;581;1049;50,00000000;3355;97;1285;4918;683;4793763,74;4930;14360,77
2111003;3297;548,1;880;337;2308;7233;1093;4514;2719;3;3;NA;7;4;23;23;943;3;2059;1307;6,25000000;4965;23;1841;6314;2184;554744,66;10879;17206,22
2111029;17224,7;NA;954;777;320;1439;1319;1078;361;9;12;NA;14;4;16;16;288;25;226;1189;1,75000000;4888;160;304;1407;359;2181599,93;14336;15324,82
2111052;107236,8;2170,1;12735;5419;1058;3034;5376;2286;748;106;134;1299;406;14;65;65;323;48;952;6156;4,01061947;27266;945;4251;12029;1024;15066803,22;47036;37038,49
2111078;15513,5;NA;7196;1299;713;2739;605;2090;649;21;36;794;22;4;76;76;488;3;666;1813;509,00000000;4135;121;2375;6705;907;10967119,28;7487;6609,11
2111102;22054,3;3645,4;9547;2655;505;1317;1733;1130;187;44;87;NA;126;20;62;62;260;12;392;11325;120,75000000;19143;122;4653;7239;506;10057887,88;34118;27457,69
2111201;684,8;477,7;683;1661;958;2706;2291;1740;966;7;7;NA;481;157;112;112;685;479;825;4208;2,66666667;10389;77;1870;4119;887;675217,84;12776;18598,76
2111250;15861,9;678,4;1608;506;305;1267;544;1105;162;5;5;101;23;6;9;9;508;20;216;598;1,02500000;3049;295;622;3587;713;2971687,28;7799;6761,29
2111300;916,9;572,5;1232;786;814;2536;2315;1586;950;9;14;NA;455;106;110;110;527;298;706;6013;1,07843137;13912;112;1609;4288;770;60112525,48;15153;22504,71
2111409;53456,3;1734,8;11314;1449;1341;4111;2303;2781;1330;26;30;1035;31;11;69;69;1274;20;1077;2272;4,00000000;11978;1512;1145;5000;1603;4932565,06;31757;28662,65
2111508;32576;5447,4;7338;2921;533;2048;1416;1675;373;79;112;3572;53;4;50;50;457;13;352;3292;663,00000000;11514;832;7273;11571;557;8274614,54;21706;92388,91
2111532;27455,7;760,4;5066;6515;221;851;2189;738;113;37;59;NA;25;22;22;22;288;6;156;7370;52,31250000;32902;958;1029;1385;225;2866621,76;40211;9205,5
2111573;36972,3;871,5;2464;1828;519;2259;1161;1443;816;43;51;1226;174;7;6;6;252;9;471;3031;473,00000000;8643;219;506;1532;516;11051961,31;16605;19445,05
2111607;70365,1;27014,8;60296;39529;589;2225;33008;1670;555;129;236;16296;149;49;49;49;929;21;521;34096;189,67213115;121882;2931;86764;87918;557;24034743,93;128558;175747,82
2111631;24002,3;1995,7;5316;1223;517;1499;1020;1257;242;4;4;557;7;NA;17;17;536;8;283;807;74,33333333;5899;1456;805;2207;650;1863933,14;9206;6194,85
2111672;10584,7;1062,7;4773;545;250;566;627;446;120;7;9;NA;4;1;15;15;63;6;155;378;8,50000000;2388;92;981;1271;306;2057933,27;4722;6042,78
2111706;2539,9;1025,6;1791;313;2003;8180;1083;6024;2156;NA;NA;77;18;2;8;8;926;10;1124;570;4,00000000;3534;206;2008;9573;1843;418335,47;9745;25011,54
2111722;16527;1698,9;2663;667;406;1741;1027;1361;380;13;16;NA;21;13;12;12;379;2;337;921;21,00000000;4387;504;437;1642;424;1759033,64;8466;8950,08
2111748;12799,3;1172,9;3916;769;228;566;1122;478;88;25;36;NA;29;13;38;38;164;8;72;1423;NA;4264;167;1752;3572;194;1678897,57;7286;13589,3
2111763;45881,9;1066;1140;3915;496;1383;3821;1093;290;63;87;NA;148;45;67;67;405;74;414;6694;46,57142857;24256;764;442;1882;503;6338684,61;47179;37807,62
2111789;1352,7;758,9;1103;29;494;1931;171;1473;458;NA;NA;NA;13;5;14;14;302;12;193;245;NA;837;94;520;2149;457;470166,35;2624;6684,62
2111805;125881,4;9516,9;43779;7429;2026;6918;2209;4978;1940;73;103;3390;334;58;78;78;954;49;1758;7290;373,75000000;24397;751;4156;4996;1849;17023359,18;54476;44448,09
2111904;31916,6;5160;19256;4984;679;1768;1452;1425;343;44;64;1158;24;13;19;19;528;23;419;4586;689,66666667;9362;297;6988;12763;571;13787550,58;16257;17768,33
2111953;14862,6;1233,6;8993;99;193;500;306;420;80;7;7;NA;30;2;8;8;39;1;146;198;NA;921;9;268;1169;183;1578327,21;1728;10984,94
2112001;172865,8;129936,2;185629;173875;378;2094;24660;1686;408;191;432;67712;67;26;34;34;160;33;334;159062;35821,50000000;304033;7711;300584;473328;363;188974260,05;482488;717793,44
2112100;31315,3;3611,6;15579;193;1370;3810;667;2616;1194;11;11;NA;18;3;41;41;933;13;1055;NA;NA;4047;231;1521;5954;1164;2710597,02;8563;11232,66
2112209;47408;19836,5;22330;579;2535;7394;4057;5053;2341;56;73;1363;347;106;221;221;1893;407;1117;5718;0,14315789;15680;679;4785;15659;2440;7851116,88;24187;21547,32
2112233;11423,6;1173,3;2288;326;325;969;431;696;273;5;5;290;13;5;30;30;270;12;296;426;14,75000000;2452;99;169;446;325;2302574,45;5087;18157,17
2112274;12739,4;NA;1122;21;129;334;285;262;72;11;16;NA;3;2;23;23;22;2;88;303;NA;957;59;102;490;110;4611288,67;2995;6212,13
2112308;135382,8;7669,3;40168;7575;1507;7076;7655;5973;1103;154;222;NA;180;21;136;136;1234;30;1020;9455;50,02127660;45902;4929;10159;13040;1453;14581545,92;70174;50802,63
2112407;7391,3;1681,8;4156;109;1883;5490;511;3361;2129;7;8;791;115;1;7;7;1312;23;1587;689;0,66666667;3488;114;2202;8013;1626;2223301,38;15275;102145,72
2112456;18241;2616,6;5451;93;682;2152;1198;1376;776;19;24;271;39;13;31;31;453;37;612;708;0,50000000;3342;102;585;3506;666;1586654,47;9452;35390,8
2112506;7862,1;5546,8;7244;161;2382;8138;380;5388;2750;3;3;199;73;10;42;42;1697;51;876;1984;0,03030303;5068;142;3427;15384;2098;2141593,7;17162;32345,02
2112605;22025,7;2580,8;43601;1462;2940;11652;1875;9664;1988;22;33;2285;112;24;48;48;2175;17;1982;2834;198,00000000;37675;23738;29414;19276;2645;4488152,54;13160;12229,31
2112704;18032,2;1655;5628;166;1734;5573;615;3861;1712;9;12;255;22;9;43;43;903;9;838;1195;35,00000000;3465;134;1261;6647;1572;4431284,71;11356;20678,83
2112803;28235,3;2079,2;3207;443;2546;7799;1861;5189;2610;20;29;675;28;7;74;74;1526;29;1658;2278;3,50000000;8584;286;1956;12262;2592;4488287,65;21498;61752,53
2112852;80600,6;5205,7;6497;11551;632;1900;9031;1532;368;127;162;20807;41;28;42;42;131;24;519;13750;51,20588235;57570;629;5192;14483;655;11026450,04;107559;31519,49
2112902;21996,7;1635,2;4427;1428;1081;4782;1225;3963;819;18;24;1096;60;19;72;72;870;49;607;2204;58,75000000;6381;166;2399;6029;1104;329405,52;12890;37727,05
2113009;67739,4;2519,3;6665;1882;876;3718;4067;2740;978;61;77;1956;76;13;60;60;887;27;755;5269;9,85000000;19231;1798;729;2707;921;5078931,13;32549;31775,05
2114007;62315,2;1192,7;3483;4529;829;3188;3013;2472;716;59;64;3204;69;15;39;39;659;26;635;6039;5,43200000;21822;953;526;2469;841;12780561,49;34834;46534,83
2200053;60161,5;3511,5;18206;280;1734;4386;713;2521;1865;16;24;1882;206;7;113;113;1077;234;1621;2138;55,00000000;7568;959;857;2620;1726;2859353,58;7848;4609,19
2200103;3862,2;1389,8;3761;1117;261;1647;463;1470;177;14;19;NA;51;15;30;30;333;21;131;1269;6,73611111;3083;447;2490;6769;439;1465731,82;5203;5136,36
2200202;1870,7;640,6;781;599;432;2070;476;1558;512;6;7;511;115;34;45;45;183;63;314;942;12,00000000;2995;143;1012;3281;439;1336066,66;3887;3668,9
2200251;23834,5;8833,3;12710;113;1902;4422;465;2954;1468;17;17;NA;11;7;9;9;1071;8;1437;2684;0,00830189;6086;380;2267;8506;1688;3249577,58;5867;6531,96
2200277;10624,6;2031,5;6820;46;549;1316;219;953;363;16;17;NA;17;10;4;4;283;18;457;880;3,00000000;1966;223;867;2585;486;728952,37;2082;3034,28
2200301;87771,4;4290,3;43063;666;1935;5957;1730;3726;2231;13;13;702;666;91;63;63;1253;179;1858;3322;0,39411765;10900;2377;3048;4803;1683;3423597,98;12151;7342,65
2200400;17083,5;2387;10568;949;1543;4411;3834;3027;1384;39;43;915;182;66;109;109;412;162;1648;17793;0,13740458;33333;538;5202;9497;1616;8859076,37;44666;11200,47
2200459;29607,5;7293,7;22025;8091;376;1184;2609;801;383;59;99;1829;50;22;68;68;199;73;308;8550;28,15789474;15641;408;13929;19827;344;1681183,19;26428;28050,12
2200509;21884,2;2539,2;11174;216;1654;4812;1035;3121;1691;34;34;NA;107;54;91;91;2237;103;1607;1676;0,58461538;5503;178;2147;11899;1772;3758154,71;9987;12248,86
2200608;4970,2;510,8;1539;70;401;639;350;493;146;6;10;NA;22;6;45;45;432;22;224;691;1,07692308;2514;17;240;1850;394;876504,75;9299;4529,27
2200707;13294,8;4066;5418;167;1305;3539;196;2188;1351;3;3;NA;5;1;32;32;1304;17;1048;1508;Inf;3823;41;1297;5043;1267;1263229,51;3681;2795,18
2200806;15819,4;6816,6;15273;9425;161;376;1084;272;104;26;41;NA;20;15;47;47;86;4;87;9532;385,11111111;14693;764;11442;19267;130;4031433,4;29644;22542,03
2200905;30218,2;1077,6;7592;181;561;1003;337;825;178;7;7;81;22;14;38;38;456;45;259;785;1,64516129;1733;29;589;3020;430;1260871,55;3904;5652,93
2200954;8648,7;NA;1657;132;594;1317;281;765;552;NA;NA;NA;48;1;17;17;426;28;576;778;1,87500000;2320;252;491;2041;594;741958;2868;2133,06
2201002;9179,8;1193,7;4858;70;446;1666;98;1222;444;NA;NA;12;25;12;17;17;655;5;392;423;12,50000000;1426;361;638;5019;677;673967,32;2660;2865,78
2201051;87118,8;11992,7;35100;155;1254;2864;393;2098;766;18;18;1050;34;2;39;39;298;32;631;1414;0,63157895;4367;481;1915;7233;1182;1739398,25;5035;5676,03
2201101;44460,8;2226,2;22586;245;1243;4461;579;2897;1564;5;8;1479;4;2;41;41;1420;14;372;1138;NA;4845;422;1565;5760;1199;1761784,53;7702;8518,36
2201150;325515,9;230089,6;436017;222181;636;4661;28573;3214;1447;399;811;52351;205;57;72;72;815;12;733;216434;11645,00000000;328052;16716;322328;680143;833;263232011,88;841431;498535,86
2201176;5145;NA;4746;113;599;994;173;726;268;NA;NA;NA;54;1;6;6;592;23;317;441;NA;1418;81;603;4073;667;894333,25;3183;3160,72
2201200;41292,2;4769,5;14037;987;3878;10158;1840;7515;2643;29;35;NA;258;66;39;39;2624;92;3104;4676;1,29147982;13488;2141;5153;19313;3594;2786284,9;21847;27156,54
2201309;12504,3;1042,5;NA;17;245;1140;140;838;302;NA;NA;NA;0;NA;2;2;209;1;167;165;NA;572;NA;NA;231;153;54584421,55;2574;3267,59
2201408;5934,8;861,5;3580;469;412;1335;624;1059;276;6;8;NA;75;32;34;34;183;62;285;1009;0,59574468;3144;101;1726;4678;391;932090,54;5647;8039,42
2201507;55965,8;2948,6;21224;857;2875;7422;2649;5173;2249;4;5;1222;444;20;54;54;1800;72;2465;6653;0,46648045;14541;460;3352;10806;2931;4980630,58;18402;13794,05
2201556;20797,9;2267,7;4634;125;834;2244;145;1445;799;3;3;67;240;NA;39;39;85;17;421;844;4,00000000;2102;360;326;1436;810;2123517,8;5129;5810,68
2201572;12745,6;130,5;3462;103;453;971;237;627;344;5;5;NA;11;1;3;3;219;4;353;666;2,40000000;1268;10;418;2623;449;876412,45;2105;2406,17
2201606;32483;1139,2;19096;219;1001;3121;219;2497;624;NA;NA;NA;107;41;13;13;911;50;966;1341;0,80487805;3031;77;1243;3667;968;1697235,8;6590;5037,23
2201705;28790;2302;4172;54;413;749;91;513;236;14;16;475;21;18;39;39;150;18;400;479;6,00000000;1621;42;208;740;308;2380003,4;6904;4930,23
2201739;25519,5;1796;5706;111;1149;2825;212;1711;1114;4;5;NA;45;5;14;14;819;61;971;979;Inf;2934;140;591;3105;1145;3790697,07;4933;2495,79
2201770;6605,6;2474,9;6804;2062;654;1856;1108;1602;254;13;20;NA;317;3;7;7;609;3;600;3036;9,87500000;5507;NA;3979;5338;620;1407490,39;5416;5235,91
2201804;6654,9;932,2;2772;113;746;1436;380;957;479;NA;NA;NA;75;1;13;13;555;72;508;1414;0,10144928;3197;247;778;4182;763;432077,17;4205;6082,09
2201903;160108,8;78365,1;143941;103763;1023;3556;8435;2403;1153;251;426;26292;151;67;96;96;509;95;901;95847;1386,10810811;153107;2799;137576;216090;1012;38411756,18;244934;173242,11
2201919;2394,3;527,3;3357;33;527;1206;314;836;370;3;3;NA;5;NA;1;1;17;4;513;NA;NA;1922;24;412;2316;526;268886,47;2565;13494,35
2201929;13699,9;3617,8;3107;87;1412;3444;361;1852;1592;NA;NA;NA;39;2;3;3;1399;22;1276;NA;NA;4073;205;802;4420;1410;870723,07;3966;2407,35
